occ_pnadc,ind_pnadc,cbo_dom
1120,15020,1210
1120,16001,1210
1120,16002,1210
1120,17001,1210
1120,17002,1310
1120,18000,1210
1120,19020,1210
1120,19030,1210
1120,20010,1210
1120,20020,1210
1120,20090,1210
1120,20999,1210
1120,21000,1210
1120,22010,1210
1120,22020,1210
1120,23010,1210
1120,23091,1210
1120,23099,1210
1120,24001,1210
1120,24002,1210
1120,24003,1210
1120,24999,1210
1120,25001,1210
1120,25002,1210
1120,26010,1210
1120,26020,1310
1120,26030,1210
1120,26041,1210
1120,26999,1210
1120,27090,1210
1120,27999,1210
1120,28000,1210
1120,29001,1210
1120,29002,1310
1120,30010,1310
1120,30090,1210
1120,31000,1210
1120,32001,1210
1120,32002,1320
1120,32009,1210
1120,32999,1210
1120,33001,1210
1120,33002,1210
1120,35010,1210
1120,35021,1210
1120,36000,1210
1120,37000,1210
1120,38000,1210
1120,41000,1210
1120,42000,1210
1120,43000,1210
1120,43999,1210
1120,45010,1210
1120,45020,1310
1120,45030,1210
1120,45040,1210
1120,48010,1210
1120,48020,1210
1120,48030,1210
1120,48041,1210
1120,48042,1210
1120,48050,1210
1120,48060,1210
1120,48071,1210
1120,48072,1210
1120,48073,1210
1120,48074,1210
1120,48075,1210
1120,48076,1210
1120,48077,1320
1120,48078,1210
1120,48079,1210
1120,48080,1210
1120,48090,1210
1120,48100,1210
1120,48999,1210
1120,49010,1310
1120,49030,1310
1120,49040,1310
1120,49999,1310
1120,50000,1210
1120,51000,1320
1120,52010,1310
1120,52020,1310
1120,53001,1310
1120,53002,1310
1120,55000,1310
1120,56011,1310
1120,56012,1210
1120,56999,1210
1120,58000,1210
1120,59000,1210
1120,60001,1210
1120,60002,1210
1120,61000,1210
1120,62000,1210
1120,63000,1210
1120,64000,1210
1120,65000,1210
1120,66001,1210
1120,66002,1210
1120,68000,1210
1120,69000,1210
1120,70000,1210
1120,71000,1210
1120,72000,1210
1120,73010,1210
1120,73020,1210
1120,74000,1210
1120,75000,4101
1120,77010,1210
1120,77020,1310
1120,78000,1210
1120,79000,1210
1120,80000,1210
1120,81011,1310
1120,81020,1310
1120,82001,1210
1120,82002,1210
1120,82009,1210
1120,85011,1310
1120,85012,4101
1120,85013,1210
1120,85014,4101
1120,85021,1210
1120,85029,1210
1120,85999,1210
1120,86001,1210
1120,86002,1210
1120,86003,1210
1120,86004,1210
1120,86009,1210
1120,86999,1210
1120,87000,1210
1120,88000,1210
1120,90000,1210
1120,91000,4101
1120,92000,1210
1120,93011,1210
1120,93012,1210
1120,93020,1210
1120,94010,1210
1120,94020,1210
1120,94091,1210
1120,94099,1210
1120,95010,1210
1120,95030,1320
1120,96010,1210
1120,96020,1210
1120,96030,1210
1120,96090,1210
1211,0,1320
1211,1101,1230
1211,1103,1230
1211,1105,1230
1211,1106,1320
1211,1107,1320
1211,1113,1320
1211,1116,1320
1211,1117,1230
1211,1118,1320
1211,1119,1230
1211,1201,1320
1211,1204,1320
1211,1205,1230
1211,1209,1230
1211,1401,1230
1211,1999,1320
1211,2000,1320
1211,3001,1320
1211,3002,1320
1211,5000,1320
1211,6000,1320
1211,8001,1320
1211,8999,1230
1211,9000,1320
1211,10010,1320
1211,10021,1230
1211,10030,1320
1211,10091,1320
1211,10092,1230
1211,10099,1320
1211,10999,1320
1211,11000,1230
1211,12000,1320
1211,13001,1230
1211,13002,1230
1211,13999,1320
1211,14001,1230
1211,14002,1320
1211,14999,1320
1211,15011,1230
1211,15012,1320
1211,15020,1320
1211,16001,1320
1211,16002,1230
1211,17001,1230
1211,17002,1230
1211,18000,1320
1211,19020,1230
1211,19030,1320
1211,20010,1320
1211,20020,1320
1211,20999,1320
1211,21000,1230
1211,22010,1320
1211,22020,1320
1211,23091,1320
1211,23099,1320
1211,24001,1230
1211,24002,1320
1211,24003,1230
1211,24999,1230
1211,25001,1230
1211,25002,1230
1211,26010,1320
1211,26020,1320
1211,26030,1230
1211,26041,1320
1211,27010,1320
1211,27090,1230
1211,27999,1230
1211,28000,1230
1211,29001,1320
1211,29002,1230
1211,30010,1320
1211,30030,1230
1211,30090,1320
1211,31000,1320
1211,32001,1320
1211,32003,1230
1211,32009,1230
1211,32999,1230
1211,33001,1320
1211,33002,1320
1211,35010,1320
1211,35021,1320
1211,36000,1230
1211,38000,1230
1211,41000,1320
1211,42000,1320
1211,43000,1320
1211,43999,1320
1211,45010,1320
1211,45020,1320
1211,45030,1320
1211,45040,1320
1211,48010,1320
1211,48020,1320
1211,48030,1320
1211,48041,1320
1211,48042,1320
1211,48050,1320
1211,48060,1320
1211,48071,1320
1211,48072,1320
1211,48073,1320
1211,48074,1320
1211,48075,1320
1211,48076,1320
1211,48077,1320
1211,48078,1230
1211,48079,1320
1211,48080,1320
1211,48090,1320
1211,48100,1320
1211,48999,1320
1211,49030,1320
1211,49040,1320
1211,49999,1230
1211,50000,1320
1211,51000,1230
1211,52010,1320
1211,52020,1320
1211,53001,1320
1211,55000,1320
1211,56011,1320
1211,56012,1320
1211,56020,1320
1211,56999,1320
1211,58000,1320
1211,59000,1230
1211,60001,1320
1211,60002,1320
1211,61000,1320
1211,62000,1320
1211,63000,1230
1211,64000,1230
1211,65000,1320
1211,66001,1320
1211,66002,1230
1211,68000,1230
1211,69000,1320
1211,70000,1230
1211,71000,1230
1211,72000,1230
1211,73010,1230
1211,74000,1230
1211,75000,1230
1211,77010,1320
1211,77020,1320
1211,78000,1320
1211,79000,1230
1211,80000,1320
1211,81011,1320
1211,81012,1320
1211,81020,1230
1211,82001,1320
1211,82002,1320
1211,82003,1230
1211,82009,1320
1211,84011,1320
1211,84012,1320
1211,84013,1230
1211,84014,1230
1211,84015,1320
1211,84016,1320
1211,84020,1230
1211,84999,1230
1211,85011,1320
1211,85012,1320
1211,85013,1230
1211,85014,1230
1211,85021,1320
1211,85029,1320
1211,85999,1230
1211,86001,1230
1211,86002,1230
1211,86003,1320
1211,86004,1320
1211,86009,1320
1211,86999,1320
1211,87000,1230
1211,88000,1320
1211,90000,1230
1211,91000,1320
1211,93011,1230
1211,93012,1320
1211,93020,1320
1211,94010,1230
1211,94020,1230
1211,94091,1230
1211,94099,1320
1211,95010,1320
1211,95030,1320
1211,96010,1320
1211,96020,1320
1211,96030,1320
1211,96090,1230
1212,0,1320
1212,1102,1320
1212,1105,1320
1212,1107,1320
1212,1109,1320
1212,1110,1320
1212,1111,1320
1212,1113,1320
1212,1114,1320
1212,1117,1320
1212,1118,1320
1212,1119,1320
1212,1201,1320
1212,1204,1320
1212,1205,1320
1212,1209,1320
1212,1401,1320
1212,1402,1320
1212,1999,1320
1212,2000,1320
1212,3001,1320
1212,6000,1320
1212,7002,1320
1212,8001,1320
1212,8009,1320
1212,8999,1320
1212,9000,1320
1212,10010,1320
1212,10021,1320
1212,10022,1320
1212,10030,1320
1212,10091,1320
1212,10092,1320
1212,10093,1320
1212,10099,1320
1212,10999,1320
1212,11000,1320
1212,12000,1320
1212,13001,1320
1212,13002,1320
1212,13999,1320
1212,14001,1320
1212,14002,1320
1212,14999,1320
1212,15011,1320
1212,15012,1320
1212,15020,1320
1212,16001,1320
1212,16002,1320
1212,17001,1320
1212,17002,1320
1212,18000,1320
1212,19020,1320
1212,19030,1320
1212,20010,1320
1212,20020,1320
1212,20090,1320
1212,20999,1320
1212,21000,1320
1212,22010,1320
1212,22020,1320
1212,23010,1320
1212,23091,1320
1212,23099,1320
1212,24001,1320
1212,24002,1320
1212,24003,1320
1212,24999,1320
1212,25001,1320
1212,25002,1320
1212,26010,1320
1212,26020,1320
1212,26030,1320
1212,26041,1320
1212,26999,1320
1212,27010,1320
1212,27090,1320
1212,27999,1320
1212,28000,1320
1212,29001,1320
1212,29002,1320
1212,30010,1320
1212,30090,1320
1212,31000,1320
1212,32001,1320
1212,32003,1320
1212,32009,1320
1212,32999,1320
1212,33001,1320
1212,33002,1320
1212,35010,1320
1212,35021,1320
1212,36000,1320
1212,38000,1320
1212,41000,1320
1212,42000,1320
1212,43000,1320
1212,43999,1320
1212,45010,1320
1212,45020,1320
1212,45030,1320
1212,45040,1320
1212,48010,1320
1212,48020,1320
1212,48030,1320
1212,48041,1320
1212,48042,1320
1212,48050,1320
1212,48060,1320
1212,48071,1320
1212,48072,1320
1212,48073,1320
1212,48074,1320
1212,48075,1320
1212,48076,1320
1212,48077,1320
1212,48078,1320
1212,48079,1320
1212,48080,1320
1212,48090,1320
1212,48100,1320
1212,48999,1320
1212,49010,1320
1212,49030,1320
1212,49040,1320
1212,49090,1320
1212,49999,1320
1212,50000,1320
1212,51000,1320
1212,52010,1320
1212,52020,1320
1212,53001,1320
1212,53002,1320
1212,55000,1320
1212,56011,1320
1212,56012,1320
1212,56999,1320
1212,58000,1320
1212,59000,1320
1212,60002,1320
1212,61000,1320
1212,62000,1320
1212,63000,1320
1212,64000,1320
1212,65000,1320
1212,66001,1320
1212,66002,1320
1212,68000,1320
1212,69000,1320
1212,70000,1320
1212,71000,1320
1212,72000,1320
1212,73010,1320
1212,73020,1320
1212,74000,1320
1212,75000,1310
1212,77010,1320
1212,77020,1320
1212,78000,1320
1212,79000,1320
1212,80000,1320
1212,81011,1320
1212,81012,1320
1212,81020,1320
1212,82001,1320
1212,82002,1320
1212,82003,1320
1212,82009,1320
1212,84011,1320
1212,84012,1320
1212,84013,1320
1212,84014,1320
1212,84015,1320
1212,84016,1320
1212,84020,1320
1212,84999,1320
1212,85011,1320
1212,85012,1320
1212,85013,1320
1212,85014,1320
1212,85021,1320
1212,85029,1320
1212,85999,1320
1212,86001,1320
1212,86002,1320
1212,86003,1320
1212,86004,1320
1212,86009,1320
1212,86999,1320
1212,87000,1320
1212,90000,1320
1212,91000,1220
1212,92000,1320
1212,93011,1320
1212,93020,1320
1212,94010,1320
1212,94020,1320
1212,94091,1320
1212,94099,1320
1212,95010,1320
1212,95030,1320
1212,96010,1320
1212,96020,1310
1212,96030,1320
1212,96090,1310
1212,99000,1320
1213,0,1320
1213,1106,1310
1213,1113,1320
1213,1118,1320
1213,1119,1320
1213,1201,1310
1213,1205,1310
1213,1999,1320
1213,2000,1310
1213,3001,1310
1213,6000,1320
1213,7002,1320
1213,8009,1310
1213,8999,1320
1213,10010,1310
1213,10021,1320
1213,10022,1310
1213,10030,1310
1213,10091,1310
1213,10092,1310
1213,10099,1310
1213,10999,1310
1213,11000,1310
1213,12000,1310
1213,13001,1310
1213,13999,1310
1213,14001,1310
1213,14999,1310
1213,15012,1310
1213,15020,1310
1213,16001,1320
1213,16002,1310
1213,17001,1310
1213,17002,1310
1213,18000,1310
1213,19020,1320
1213,19030,1310
1213,20020,1320
1213,20090,1310
1213,20999,1310
1213,21000,1310
1213,22010,1310
1213,22020,1310
1213,23010,1310
1213,23091,1310
1213,23099,1310
1213,24001,1310
1213,24003,1310
1213,24999,1310
1213,25001,1310
1213,25002,1310
1213,26010,1310
1213,26020,1310
1213,26030,1310
1213,26041,1310
1213,26999,1310
1213,27010,1310
1213,27090,1310
1213,27999,1310
1213,28000,1310
1213,29001,1310
1213,29002,1310
1213,30010,1310
1213,30020,1310
1213,30090,1310
1213,31000,1310
1213,32001,1310
1213,32009,1310
1213,32999,1310
1213,33001,1310
1213,33002,1320
1213,35010,1320
1213,35021,1320
1213,36000,1310
1213,38000,1320
1213,41000,1310
1213,42000,1310
1213,43000,1320
1213,43999,1320
1213,45010,1310
1213,45030,1320
1213,48010,1320
1213,48030,1310
1213,48042,1320
1213,48050,1310
1213,48071,1310
1213,48072,1320
1213,48073,1310
1213,48075,1310
1213,48076,1310
1213,48077,1310
1213,48079,1310
1213,48080,1310
1213,48100,1320
1213,48999,1320
1213,49010,1320
1213,49030,1320
1213,49999,1310
1213,51000,1320
1213,52010,1320
1213,52020,1320
1213,53001,1320
1213,55000,1310
1213,56011,1320
1213,56012,1310
1213,56999,1320
1213,58000,1320
1213,59000,1320
1213,60002,1320
1213,61000,1320
1213,62000,1320
1213,64000,1320
1213,66001,1320
1213,68000,1310
1213,69000,1320
1213,70000,1320
1213,71000,1310
1213,73010,1320
1213,74000,1320
1213,77020,1310
1213,78000,1310
1213,79000,1320
1213,80000,1310
1213,81012,1320
1213,82001,1310
1213,82002,1310
1213,82003,1320
1213,82009,1320
1213,84011,1320
1213,84012,1320
1213,84013,1320
1213,84014,1310
1213,84015,1320
1213,84016,1320
1213,84999,1320
1213,85011,1320
1213,85012,1320
1213,85014,1320
1213,85029,1310
1213,85999,1320
1213,86001,1320
1213,86003,1310
1213,86004,1320
1213,86009,1310
1213,86999,1320
1213,87000,1320
1213,90000,1320
1213,93011,1320
1213,94010,1320
1213,94099,1320
1219,0,1320
1219,1101,1320
1219,1102,1310
1219,1103,1320
1219,1104,1320
1219,1105,1320
1219,1106,1320
1219,1107,1320
1219,1108,1320
1219,1109,1320
1219,1110,1320
1219,1111,1320
1219,1112,1320
1219,1113,1320
1219,1114,1320
1219,1116,1320
1219,1117,1320
1219,1118,1320
1219,1119,1320
1219,1201,1320
1219,1202,1320
1219,1203,1320
1219,1204,1320
1219,1205,1320
1219,1206,1320
1219,1208,1320
1219,1209,1320
1219,1401,1320
1219,1402,1320
1219,1999,1320
1219,2000,1320
1219,3001,1320
1219,3002,1320
1219,5000,1320
1219,6000,1320
1219,7001,4101
1219,7002,1320
1219,8001,1320
1219,8009,1230
1219,8999,1320
1219,9000,1320
1219,10010,1320
1219,10021,1320
1219,10022,1320
1219,10030,1320
1219,10091,1320
1219,10092,1320
1219,10093,1320
1219,10099,1320
1219,10999,1320
1219,11000,1320
1219,12000,1320
1219,13001,1320
1219,13002,1320
1219,13999,1320
1219,14001,1320
1219,14002,1320
1219,14999,1320
1219,15011,1320
1219,15012,1320
1219,15020,1320
1219,16001,1320
1219,16002,1320
1219,17001,1320
1219,17002,1320
1219,17999,1320
1219,18000,1320
1219,19020,1320
1219,19030,1320
1219,20010,1320
1219,20020,1320
1219,20090,1320
1219,20999,1320
1219,21000,1320
1219,22010,1320
1219,22020,1320
1219,23010,1320
1219,23091,1320
1219,23099,1320
1219,24001,1320
1219,24002,1320
1219,24003,1320
1219,24999,1320
1219,25001,1320
1219,25002,1320
1219,26010,1320
1219,26020,1320
1219,26030,1320
1219,26041,1320
1219,26042,1320
1219,26999,1320
1219,27010,1320
1219,27090,1320
1219,27999,1320
1219,28000,1320
1219,29001,1320
1219,29002,1320
1219,30010,1320
1219,30020,1320
1219,30030,1320
1219,30090,1320
1219,31000,1320
1219,32001,1320
1219,32002,1320
1219,32003,1320
1219,32009,1320
1219,32999,1320
1219,33001,1320
1219,33002,1320
1219,35010,1320
1219,35021,1320
1219,36000,1320
1219,37000,1320
1219,38000,1320
1219,39000,1320
1219,41000,1320
1219,42000,1320
1219,43000,1320
1219,43999,1320
1219,45010,1320
1219,45020,1320
1219,45030,1320
1219,45040,1320
1219,48010,1320
1219,48020,1320
1219,48030,1320
1219,48041,1320
1219,48042,1320
1219,48050,1320
1219,48060,1320
1219,48071,1320
1219,48072,1320
1219,48073,1320
1219,48074,1320
1219,48075,1320
1219,48076,1320
1219,48077,1320
1219,48078,1320
1219,48079,1320
1219,48080,1320
1219,48090,1320
1219,48100,1320
1219,48999,1320
1219,49010,1320
1219,49030,1320
1219,49040,1320
1219,49999,1320
1219,50000,1320
1219,51000,1320
1219,52010,1320
1219,52020,1320
1219,53001,1320
1219,53002,1320
1219,55000,1320
1219,56011,1320
1219,56012,1320
1219,56020,1320
1219,56999,1320
1219,58000,1320
1219,59000,1320
1219,60001,1320
1219,60002,1320
1219,61000,1320
1219,62000,1320
1219,63000,1320
1219,64000,1320
1219,65000,1320
1219,66001,1320
1219,66002,1320
1219,68000,1320
1219,69000,1320
1219,70000,1320
1219,71000,1320
1219,72000,1320
1219,73010,1320
1219,73020,1320
1219,74000,1320
1219,75000,1320
1219,77010,1320
1219,77020,1320
1219,78000,1320
1219,79000,1320
1219,80000,1320
1219,81011,1320
1219,81012,1320
1219,81020,1320
1219,82001,1320
1219,82002,1320
1219,82003,1320
1219,82009,1320
1219,84011,1320
1219,84012,1320
1219,84013,1320
1219,84014,1320
1219,84015,1320
1219,84016,1320
1219,84020,1320
1219,84999,1320
1219,85011,1320
1219,85012,1320
1219,85013,1320
1219,85014,1320
1219,85021,1320
1219,85029,1320
1219,85999,1320
1219,86001,1320
1219,86002,1320
1219,86003,1320
1219,86004,1320
1219,86009,1320
1219,86999,1320
1219,87000,1320
1219,88000,1230
1219,90000,1320
1219,91000,1320
1219,92000,1320
1219,93011,1320
1219,93012,1320
1219,93020,1320
1219,94010,1320
1219,94020,1320
1219,94091,1320
1219,94099,1320
1219,95010,1320
1219,95030,1320
1219,96010,1320
1219,96020,1320
1219,96030,1320
1219,96090,1320
1219,99000,1230
1221,0,1320
1221,1101,1320
1221,1102,1320
1221,1103,1320
1221,1105,1320
1221,1107,1320
1221,1109,1320
1221,1110,1320
1221,1111,1320
1221,1112,1320
1221,1113,1320
1221,1117,1320
1221,1118,1320
1221,1119,1320
1221,1201,1320
1221,1202,1320
1221,1203,1320
1221,1204,1320
1221,1205,1320
1221,1206,1320
1221,1208,1320
1221,1209,1320
1221,1401,1320
1221,1402,1320
1221,1999,1320
1221,2000,1320
1221,3001,1320
1221,3002,1230
1221,5000,1320
1221,6000,1320
1221,7001,1320
1221,7002,1320
1221,8001,1320
1221,8002,1230
1221,8999,1320
1221,9000,1320
1221,10010,1320
1221,10021,1320
1221,10022,1320
1221,10030,1320
1221,10091,1320
1221,10092,1320
1221,10093,1320
1221,10099,1320
1221,10999,1320
1221,11000,1320
1221,12000,1320
1221,13001,1320
1221,13002,1320
1221,13999,1320
1221,14001,1320
1221,14002,1320
1221,14999,1320
1221,15011,1320
1221,15012,1320
1221,15020,1320
1221,16001,1320
1221,16002,1320
1221,17001,1320
1221,17002,1320
1221,18000,1320
1221,19020,1320
1221,19030,1320
1221,20010,1320
1221,20020,1320
1221,20090,1320
1221,20999,1320
1221,21000,1320
1221,22010,1320
1221,22020,1320
1221,23010,1320
1221,23091,1320
1221,23099,1320
1221,24001,1320
1221,24002,1320
1221,24003,1320
1221,24999,1320
1221,25001,1320
1221,25002,1320
1221,26010,1320
1221,26020,1320
1221,26030,1320
1221,26041,1320
1221,26999,1320
1221,27010,1320
1221,27090,1320
1221,27999,1320
1221,28000,1320
1221,29001,1320
1221,29002,1320
1221,30010,1320
1221,30020,1320
1221,30030,1320
1221,30090,1320
1221,31000,1320
1221,32001,1320
1221,32003,1320
1221,32009,1320
1221,32999,1320
1221,33001,1320
1221,33002,1320
1221,35010,1320
1221,35021,1320
1221,36000,1320
1221,37000,1230
1221,38000,1320
1221,41000,1320
1221,42000,1320
1221,43000,1320
1221,43999,1320
1221,45010,1320
1221,45020,1320
1221,45030,1320
1221,45040,1320
1221,48010,1320
1221,48020,1320
1221,48030,1320
1221,48041,1320
1221,48042,1320
1221,48050,1320
1221,48060,1320
1221,48071,1320
1221,48072,1320
1221,48073,1320
1221,48074,1320
1221,48075,1320
1221,48076,1320
1221,48077,1320
1221,48078,1320
1221,48079,1320
1221,48080,1320
1221,48090,1320
1221,48100,1320
1221,48999,1320
1221,49010,1320
1221,49030,1320
1221,49040,1320
1221,49090,1320
1221,49999,1320
1221,50000,1320
1221,51000,1320
1221,52010,1320
1221,52020,1320
1221,53001,1320
1221,53002,1320
1221,55000,1320
1221,56011,1320
1221,56012,1320
1221,56020,1320
1221,56999,1320
1221,58000,1320
1221,59000,1320
1221,60001,1320
1221,60002,1320
1221,61000,1320
1221,62000,1320
1221,63000,1320
1221,64000,1320
1221,65000,1320
1221,66001,1320
1221,66002,1320
1221,68000,1320
1221,69000,1320
1221,70000,1320
1221,71000,1320
1221,72000,1320
1221,73010,1320
1221,73020,1320
1221,74000,1320
1221,75000,1320
1221,77010,1320
1221,77020,1320
1221,78000,1320
1221,79000,1320
1221,80000,1320
1221,81011,1320
1221,81012,1320
1221,81020,1320
1221,82001,1320
1221,82002,1320
1221,82003,1320
1221,82009,1320
1221,84011,1320
1221,84012,1320
1221,84013,1320
1221,84014,1320
1221,84015,1320
1221,84016,1320
1221,84017,1320
1221,84020,1320
1221,84999,1320
1221,85011,1320
1221,85012,1320
1221,85013,1320
1221,85014,1320
1221,85021,1320
1221,85029,1320
1221,85999,1320
1221,86001,1320
1221,86002,1320
1221,86003,1320
1221,86004,1320
1221,86009,1320
1221,86999,1320
1221,87000,1320
1221,88000,1320
1221,90000,1320
1221,91000,1320
1221,92000,1320
1221,93011,1320
1221,93012,1320
1221,93020,1320
1221,94010,1320
1221,94020,1320
1221,94091,1320
1221,94099,1320
1221,95010,1320
1221,95030,1320
1221,96010,1320
1221,96020,1320
1221,96030,1320
1221,96090,1320
1221,99000,1320
1222,0,1320
1222,1113,1320
1222,1119,1320
1222,1202,1320
1222,1205,1320
1222,1401,1320
1222,1402,1320
1222,1999,1320
1222,2000,1320
1222,3001,1320
1222,6000,1320
1222,8001,1320
1222,8999,1320
1222,10010,1320
1222,10030,1320
1222,10092,1320
1222,10099,1320
1222,10999,1320
1222,11000,1320
1222,12000,1320
1222,13001,1320
1222,13002,1320
1222,13999,1320
1222,14001,1320
1222,14999,1320
1222,16001,1230
1222,16002,1320
1222,17002,1230
1222,18000,1320
1222,19020,1320
1222,20010,1320
1222,20020,1320
1222,20090,1320
1222,20999,1230
1222,21000,1320
1222,22020,1320
1222,23099,1320
1222,25001,1320
1222,25002,1320
1222,26020,1320
1222,26030,1320
1222,26999,1230
1222,27010,1320
1222,27090,1320
1222,28000,1320
1222,29001,1320
1222,29002,1320
1222,31000,1320
1222,32009,1320
1222,32999,1320
1222,33001,1320
1222,33002,1320
1222,35010,1320
1222,36000,1320
1222,38000,1320
1222,42000,1320
1222,43000,1320
1222,43999,1320
1222,45010,1320
1222,45020,1320
1222,45030,1320
1222,48010,1320
1222,48020,1320
1222,48030,1320
1222,48041,1320
1222,48042,1320
1222,48050,1320
1222,48060,1230
1222,48071,1320
1222,48072,1320
1222,48073,1320
1222,48074,1320
1222,48075,1320
1222,48076,1320
1222,48077,1320
1222,48078,1320
1222,48079,1320
1222,48080,1320
1222,48090,1320
1222,48100,1320
1222,48999,1320
1222,49010,1320
1222,49030,1320
1222,49040,1320
1222,49999,1320
1222,52010,1320
1222,52020,1320
1222,53001,1320
1222,53002,1320
1222,55000,1320
1222,56011,1320
1222,56012,1320
1222,56020,1320
1222,56999,1320
1222,58000,1320
1222,59000,1320
1222,60001,1320
1222,60002,1320
1222,61000,1320
1222,62000,1320
1222,63000,1320
1222,64000,1320
1222,65000,1320
1222,66001,1320
1222,68000,1320
1222,69000,1320
1222,70000,1320
1222,71000,1320
1222,72000,1320
1222,73010,1320
1222,73020,1320
1222,74000,1320
1222,75000,1320
1222,77010,1320
1222,77020,1320
1222,78000,1320
1222,79000,1320
1222,80000,1320
1222,81011,1320
1222,81020,1320
1222,82001,1320
1222,82002,1320
