occ_pnadc,ind_pnadc,cbo_dom
2421,94091,2521
2421,94099,2521
2421,95010,2521
2421,95030,2521
2421,96010,2521
2421,96020,2521
2421,96030,2521
2421,96090,2521
2421,99000,2521
2422,0,2521
2422,1209,2521
2422,1999,2521
2422,6000,2419
2422,10092,2521
2422,15020,2521
2422,21000,2521
2422,22010,2521
2422,24001,2521
2422,25001,2521
2422,26020,2419
2422,32009,2521
2422,36000,2521
2422,38000,2521
2422,48030,2521
2422,48042,2521
2422,48078,2521
2422,48100,2419
2422,49040,2521
2422,49999,2521
2422,51000,2521
2422,56999,2521
2422,58000,2521
2422,64000,2521
2422,65000,2419
2422,68000,2521
2422,69000,2419
2422,70000,2521
2422,74000,2419
2422,81011,2521
2422,82001,2521
2422,82009,2521
2422,84011,2521
2422,84012,2521
2422,84013,2521
2422,84014,2521
2422,84016,2521
2422,84999,2521
2422,85014,2521
2422,85999,2521
2422,87000,2521
2422,94010,2521
2422,94099,2521
2422,96020,2419
2423,0,2524
2423,1102,2524
2423,1104,2524
2423,1105,2524
2423,1109,2524
2423,1112,2524
2423,1113,2524
2423,1118,2524
2423,1119,2524
2423,1201,2524
2423,1202,2524
2423,1205,2524
2423,1401,2524
2423,1402,2524
2423,1999,2524
2423,2000,2524
2423,3001,2524
2423,6000,2524
2423,7001,2524
2423,7002,2524
2423,8001,2524
2423,8009,2524
2423,8999,2524
2423,9000,2524
2423,10010,2524
2423,10021,2524
2423,10022,2524
2423,10030,2524
2423,10091,2524
2423,10092,2524
2423,10093,2524
2423,10099,2524
2423,10999,2524
2423,11000,2524
2423,12000,2524
2423,13001,2524
2423,13002,2524
2423,13999,2524
2423,14001,2524
2423,14999,2524
2423,15011,2524
2423,15012,2524
2423,15020,2524
2423,16001,2524
2423,16002,2524
2423,17001,2524
2423,17002,2524
2423,18000,2524
2423,19020,2524
2423,19030,2524
2423,20010,2524
2423,20020,2524
2423,20090,2524
2423,20999,2524
2423,21000,2524
2423,22010,2524
2423,22020,2524
2423,23010,2524
2423,23091,2524
2423,23099,2524
2423,24001,2524
2423,24002,2524
2423,24003,2524
2423,24999,2524
2423,25001,2524
2423,25002,2524
2423,26010,2524
2423,26020,2524
2423,26030,2524
2423,26041,2524
2423,26042,2524
2423,26999,2524
2423,27010,2524
2423,27090,2524
2423,27999,2524
2423,28000,2524
2423,29001,2524
2423,29002,2524
2423,30010,2524
2423,30020,2524
2423,30030,2524
2423,31000,2524
2423,32003,2524
2423,32009,2524
2423,32999,2524
2423,33001,2524
2423,33002,2524
2423,35010,2524
2423,35021,2524
2423,36000,2524
2423,38000,2524
2423,41000,2524
2423,42000,2524
2423,43000,2524
2423,43999,2524
2423,45010,2524
2423,45020,2524
2423,45030,2524
2423,45040,2524
2423,48010,2524
2423,48020,2524
2423,48030,2524
2423,48042,2524
2423,48050,2524
2423,48060,2524
2423,48071,2524
2423,48072,2524
2423,48073,2524
2423,48074,2524
2423,48075,2524
2423,48076,2524
2423,48079,2524
2423,48080,2524
2423,48090,2524
2423,48100,2524
2423,48999,2524
2423,49010,2524
2423,49030,2524
2423,49040,2524
2423,49999,2524
2423,50000,2524
2423,51000,2524
2423,52010,2524
2423,52020,2524
2423,53001,2524
2423,53002,2524
2423,55000,2524
2423,56011,2524
2423,56012,2524
2423,56020,2524
2423,56999,2524
2423,58000,2524
2423,59000,2524
2423,60001,2524
2423,60002,2524
2423,61000,2524
2423,62000,2524
2423,63000,2524
2423,64000,2524
2423,65000,2524
2423,66001,2524
2423,66002,2524
2423,68000,2524
2423,69000,2524
2423,70000,2524
2423,71000,2524
2423,72000,2524
2423,73010,2524
2423,73020,2524
2423,74000,2524
2423,77010,2524
2423,77020,2524
2423,78000,2524
2423,79000,2524
2423,80000,2524
2423,81011,2524
2423,81012,2524
2423,82001,2524
2423,82002,2524
2423,82003,2524
2423,82009,2524
2423,84011,2524
2423,84012,2524
2423,84013,2524
2423,84014,2524
2423,84015,2524
2423,84016,2524
2423,84017,2524
2423,84020,2524
2423,84999,2524
2423,85011,2524
2423,85012,2524
2423,85013,2524
2423,85014,2524
2423,85021,2524
2423,85029,2524
2423,85999,2524
2423,86001,2524
2423,86002,2524
2423,86003,2524
2423,86004,2524
2423,86009,2524
2423,86999,2524
2423,87000,2524
2423,90000,2524
2423,93011,2524
2423,93012,2524
2423,93020,2524
2423,94010,2524
2423,94020,2524
2423,94091,2524
2423,94099,2524
2423,95030,2524
2423,96010,2524
2423,96030,2524
2423,96090,2524
2423,99000,2524
2424,0,2524
2424,1118,2524
2424,2000,2524
2424,8999,2524
2424,10010,2524
2424,10092,2330
2424,10099,2330
2424,10999,2524
2424,11000,2330
2424,12000,2524
2424,13001,2524
2424,13999,2524
2424,14001,2524
2424,15020,2524
2424,16001,2524
2424,17001,2330
2424,18000,2524
2424,19030,2524
2424,20999,2524
2424,21000,2524
2424,22010,2524
2424,22020,2330
2424,23099,2330
2424,25001,2330
2424,26020,2524
2424,26030,2524
2424,27010,2524
2424,29001,2330
2424,29002,2524
2424,32003,2330
2424,32999,2524
2424,35010,2330
2424,36000,2524
2424,41000,2524
2424,43000,2524
2424,43999,2524
2424,45020,2330
2424,45040,2524
2424,48030,2524
2424,48050,2524
2424,48071,2330
2424,48073,2524
2424,48076,2524
2424,48079,2330
2424,48080,2330
2424,48090,2524
2424,48100,2524
2424,48999,2524
2424,49010,2330
2424,49030,2524
2424,49999,2524
2424,51000,2524
2424,55000,2524
2424,56011,2524
2424,56999,2330
2424,58000,2330
2424,61000,2524
2424,62000,2524
2424,64000,2524
2424,65000,2330
2424,69000,2524
2424,70000,2524
2424,71000,2330
2424,73010,2524
2424,74000,2330
2424,78000,2330
2424,79000,2524
2424,80000,2524
2424,82002,2524
2424,82009,2524
2424,84011,2524
2424,84012,2524
2424,84013,2524
2424,84014,2524
2424,84015,2330
2424,84016,2330
2424,84999,2524
2424,85011,2524
2424,85014,2330
2424,85029,2330
2424,85999,2330
2424,86001,2330
2424,86003,2524
2424,86004,2330
2424,86999,2524
2424,93011,2524
2424,93012,2524
2424,94010,2330
2424,94091,2330
2424,95010,2524
2424,95030,2524
2424,96030,2524
2424,96090,2330
2431,0,2531
2431,1102,3541
2431,1106,3541
2431,1110,2531
2431,1111,3541
2431,1112,2531
2431,1113,2531
2431,1118,2531
2431,1119,2531
2431,1202,2531
2431,1204,2531
2431,1205,3541
2431,1208,2531
2431,1209,3541
2431,1402,2531
2431,1999,2531
2431,2000,2531
2431,3001,3541
2431,6000,2531
2431,7002,2531
2431,8001,3541
2431,8999,2531
2431,9000,2531
2431,10010,2531
2431,10021,2531
2431,10022,2531
2431,10030,2531
2431,10091,3541
2431,10092,2531
2431,10093,2531
2431,10099,2531
2431,10999,2531
2431,11000,2531
2431,12000,2531
2431,13001,2531
2431,13002,2531
2431,13999,2531
2431,14001,3541
2431,14999,2531
2431,15012,3541
2431,15020,2531
2431,16001,3541
2431,16002,2531
2431,17001,2531
2431,17002,2531
2431,18000,2531
2431,19020,2531
2431,19030,2531
2431,20010,2531
2431,20020,3541
2431,20090,2531
2431,20999,2531
2431,21000,2531
2431,22010,3541
2431,22020,2531
2431,23010,2531
2431,23091,2531
2431,23099,2531
2431,24001,2531
2431,24002,2531
2431,24003,3541
2431,25001,2531
2431,25002,3541
2431,26010,2531
2431,26020,2531
2431,26030,3541
2431,26041,2531
2431,26042,2531
2431,26999,2531
2431,27010,2531
2431,27090,3541
2431,27999,2531
2431,28000,2531
2431,29001,2531
2431,29002,3541
2431,30010,2531
2431,30020,3541
2431,30030,2531
2431,30090,2531
2431,31000,2531
2431,32002,2531
2431,32003,2531
2431,32009,2531
2431,32999,2531
2431,33001,2531
2431,33002,3541
2431,35010,2531
2431,35021,2531
2431,36000,2531
2431,37000,2531
2431,38000,2531
2431,41000,2531
2431,42000,2531
2431,43000,2531
2431,43999,2531
2431,45010,3541
2431,45020,2531
2431,45030,3541
2431,45040,3541
2431,48010,3541
2431,48020,2531
2431,48030,2531
2431,48041,2531
2431,48042,3541
2431,48050,3541
2431,48060,2531
2431,48071,3541
2431,48072,2531
2431,48073,2531
2431,48074,2531
2431,48075,2531
2431,48076,2531
2431,48077,3541
2431,48078,2531
2431,48079,3541
2431,48080,2531
2431,48090,3541
2431,48100,3541
2431,48999,3541
2431,49010,2531
2431,49030,2531
2431,49040,2531
2431,49999,2531
2431,50000,2531
2431,51000,2531
2431,52010,2531
2431,52020,2531
2431,53001,2531
2431,53002,2531
2431,55000,2531
2431,56011,2531
2431,56012,2531
2431,56020,2531
2431,56999,2531
2431,58000,2531
2431,59000,2531
2431,60001,2531
2431,60002,2531
2431,61000,2531
2431,62000,2531
2431,63000,2531
2431,64000,2531
2431,65000,2531
2431,66001,2531
2431,66002,2531
2431,68000,2531
2431,69000,2531
2431,70000,2531
2431,71000,2531
2431,72000,2531
2431,73010,2531
2431,73020,2531
2431,74000,2531
2431,77010,2521
2431,77020,2531
2431,78000,2531
2431,79000,2531
2431,80000,2531
2431,81011,2531
2431,81012,2531
2431,82001,2531
2431,82002,2531
2431,82003,2531
2431,82009,2531
2431,84011,2531
2431,84012,2531
2431,84013,2531
2431,84014,2531
2431,84015,2531
2431,84016,2531
2431,84017,2531
2431,84020,2531
2431,84999,2531
2431,85012,2531
2431,85013,2531
2431,85014,2531
2431,85021,2531
2431,85029,2531
2431,85999,2531
2431,86001,2531
2431,86002,2531
2431,86003,2531
2431,86004,2531
2431,86009,3541
2431,86999,2531
2431,87000,2531
2431,90000,2531
2431,92000,3541
2431,93011,2531
2431,93012,2531
2431,93020,2531
2431,94010,2531
2431,94020,2531
2431,94091,3541
2431,94099,2531
2431,95010,3541
2431,95030,2531
2431,96020,3541
2431,96090,2531
2431,99000,2521
2432,0,2531
2432,1101,2531
2432,1209,2531
2432,1999,2531
2432,2000,2531
2432,6000,2531
2432,7002,2531
2432,8001,2531
2432,8999,2531
2432,9000,2531
2432,10010,2531
2432,10022,2531
2432,10030,2531
2432,10091,2531
2432,10092,2531
2432,10093,2531
2432,10999,2531
2432,11000,2531
2432,13001,2531
2432,13999,2531
2432,14001,2531
2432,14999,2531
2432,15011,2531
2432,15020,2531
2432,16001,2531
2432,16002,2531
2432,17001,2531
2432,18000,2531
2432,19020,2531
2432,19030,2531
2432,20020,2531
2432,20090,2531
2432,20999,2531
2432,21000,2531
2432,22010,2531
2432,22020,2531
2432,23010,2531
2432,23091,2531
2432,23099,2531
2432,24001,2531
2432,25001,2531
2432,25002,2531
2432,26010,2531
2432,26020,2531
2432,26030,2531
2432,27010,2531
2432,27090,2531
2432,27999,2531
2432,28000,2531
2432,29001,2531
2432,29002,2531
2432,31000,2531
2432,32009,2531
2432,32999,2531
2432,33001,2531
2432,35010,2531
2432,35021,2531
2432,36000,2521
2432,38000,2531
2432,41000,2531
2432,42000,2531
2432,43000,2531
2432,43999,2531
2432,45010,2531
2432,45020,2531
2432,45030,2531
2432,45040,2531
2432,48010,2531
2432,48030,2531
2432,48041,2531
2432,48042,2531
2432,48050,2531
2432,48060,2531
2432,48071,2531
2432,48072,2531
2432,48073,2531
2432,48074,2531
2432,48075,2531
2432,48076,2531
2432,48079,2531
2432,48080,2521
2432,48100,2531
2432,48999,2531
2432,49010,2531
2432,49030,2531
2432,49040,2531
2432,49090,2531
2432,49999,2531
2432,50000,2531
2432,51000,2531
2432,52010,2531
2432,52020,2531
2432,53001,2531
2432,55000,2531
2432,56011,2531
2432,56012,2531
2432,56020,2521
2432,56999,2531
2432,58000,2531
2432,59000,2531
2432,60001,2531
2432,60002,2531
2432,61000,2531
2432,62000,2531
2432,63000,2531
2432,64000,2531
2432,65000,2531
2432,66001,2531
2432,66002,2521
2432,68000,2531
2432,69000,2531
2432,70000,2531
2432,71000,2531
2432,72000,2531
2432,73010,2531
2432,73020,2531
2432,74000,2531
2432,77010,2521
2432,77020,2521
2432,78000,2531
2432,79000,2531
2432,80000,2531
2432,81011,2531
2432,82001,2531
2432,82002,2531
2432,82009,2531
2432,84011,2531
2432,84012,2531
2432,84013,2531
2432,84014,2531
2432,84015,2531
2432,84016,2531
2432,84020,2531
2432,84999,2531
2432,85011,2531
2432,85012,2531
2432,85013,2531
2432,85014,2531
2432,85021,2531
2432,85029,2531
2432,85999,2531
2432,86001,2531
2432,86002,2531
2432,86003,2531
2432,86004,2531
2432,86999,2531
2432,87000,2531
2432,88000,2531
2432,90000,2531
2432,91000,2531
2432,92000,2531
2432,93011,2531
2432,93020,2531
2432,94010,2531
2432,94020,2531
2432,94091,2531
2432,94099,2531
2432,95010,2531
2432,95030,2531
2432,96010,2531
2432,96030,2531
2432,96090,2521
2433,0,3541
2433,10010,3541
2433,10021,3541
2433,10030,3541
2433,10091,3541
2433,10092,3541
2433,10093,3541
2433,10099,3541
2433,10999,3541
2433,11000,3541
2433,12000,3541
2433,13001,3541
2433,13002,3541
2433,13999,3541
2433,14001,3541
2433,14002,3541
2433,14999,3541
2433,15011,3541
2433,15012,3541
2433,15020,3541
2433,16001,3541
2433,16002,3541
2433,17002,3541
2433,18000,3541
2433,19020,3541
2433,19030,3541
2433,20010,3541
2433,20020,3541
2433,20090,3541
2433,20999,3541
2433,21000,3541
2433,22010,3541
2433,22020,3541
2433,23010,3541
2433,23091,3541
2433,23099,3541
2433,24001,3541
2433,24002,3541
2433,24003,3541
2433,25001,3541
2433,25002,3541
2433,27010,3541
2433,27090,3541
2433,27999,3541
2433,28000,3541
2433,29001,3541
2433,29002,3541
2433,30090,3541
2433,31000,3541
2433,32001,3541
2433,32003,3541
2433,32009,3541
2433,32999,3541
2433,48010,3541
2433,48999,3541
2434,0,5211
2434,18000,5211
2434,26020,5211
2434,26041,5211
2434,32999,3541
2434,48010,3541
2434,48074,5211
2434,48999,5211
2434,58000,5211
2434,60002,5211
2434,61000,5211
2434,62000,5211
2434,69000,5211
2511,0,2124
2511,1103,2124
2511,1105,2124
2511,1106,2124
2511,1109,2124
2511,1110,2124
2511,1111,2124
2511,1113,2124
2511,1117,2123
2511,1118,2124
2511,1119,2124
2511,1201,2124
2511,1202,2124
2511,1205,2124
2511,1401,2124
2511,1999,2124
2511,2000,2124
2511,3001,2123
2511,6000,2124
2511,7002,2124
2511,8001,2124
2511,8009,2124
2511,8999,2124
2511,9000,2124
2511,10010,2124
2511,10021,2124
2511,10022,2124
2511,10030,2124
2511,10091,2124
2511,10092,2124
2511,10093,2124
2511,10099,2124
2511,10999,2124
2511,11000,2124
2511,12000,2124
2511,13001,2124
2511,13002,2124
2511,13999,2124
2511,14001,2124
2511,14002,2124
2511,14999,2124
2511,15011,2124
2511,15012,2124
2511,15020,2124
2511,16001,2124
2511,16002,2124
2511,17001,2124
2511,17002,2124
2511,18000,2124
2511,19020,2124
2511,19030,2124
2511,20010,2124
2511,20020,2124
2511,20090,2124
2511,20999,2124
2511,21000,2124
2511,22010,2124
2511,22020,2124
2511,23010,2124
2511,23091,2124
2511,23099,2124
2511,24001,2124
2511,24002,2124
2511,24003,2124
2511,24999,2124
2511,25001,2124
2511,25002,2124
2511,26010,2124
2511,26020,2124
2511,26030,2124
2511,26041,2124
2511,26042,2124
2511,26999,2124
2511,27010,2124
2511,27090,2124
2511,27999,2124
2511,28000,2124
2511,29001,2124
2511,29002,2124
2511,30010,2124
2511,30030,2124
2511,30090,2124
2511,31000,2124
2511,32001,2124
2511,32002,2124
2511,32003,2124
2511,32009,2124
2511,32999,2124
2511,33001,2124
2511,33002,2124
2511,35010,2124
2511,35021,2124
2511,36000,2124
2511,37000,2123
2511,38000,2124
2511,41000,2124
2511,42000,2124
2511,43000,2124
2511,43999,2124
2511,45010,2124
2511,45020,2124
2511,45030,2124
2511,45040,2124
2511,48010,2124
2511,48020,2124
2511,48030,2124
2511,48041,2124
2511,48042,2124
2511,48050,2124
2511,48060,2123
2511,48071,2124
2511,48072,2124
2511,48073,2124
2511,48074,2124
2511,48075,2124
2511,48076,2124
2511,48077,2124
2511,48078,2124
2511,48079,2124
2511,48080,2124
2511,48090,2124
2511,48100,2124
2511,48999,2124
2511,49010,2124
2511,49030,2124
2511,49040,2124
2511,49090,2124
2511,49999,2124
2511,50000,2124
2511,51000,2124
2511,52010,2124
2511,52020,2124
2511,53001,2124
2511,53002,2124
2511,55000,2124
2511,56011,2124
2511,56012,2124
2511,56020,2124
2511,56999,2124
2511,58000,2124
2511,59000,2124
2511,60001,2124
2511,60002,2124
2511,61000,2124
2511,62000,2124
2511,63000,2124
2511,64000,2124
2511,65000,2124
2511,66001,2124
2511,66002,2124
2511,68000,2124
2511,69000,2124
2511,70000,2124
2511,71000,2124
2511,72000,2124
2511,73010,2124
2511,73020,2124
2511,74000,2124
2511,75000,2124
2511,77010,2124
2511,77020,2124
2511,78000,2124
2511,79000,2124
2511,80000,2124
2511,81011,2124
2511,81012,2124
2511,81020,2124
2511,82001,2124
2511,82002,2124
2511,82003,2124
2511,82009,2124
2511,84011,2124
2511,84012,2124
2511,84013,2124
2511,84014,2124
2511,84015,2124
2511,84016,2124
2511,84017,2124
2511,84020,2124
2511,84999,2124
2511,85011,2124
2511,85012,2124
2511,85013,2124
2511,85014,2124
2511,85021,2124
2511,85029,2124
2511,85999,2124
2511,86001,2124
2511,86002,2124
2511,86003,2124
2511,86004,2124
2511,86009,2124
2511,86999,2124
2511,87000,2124
2511,88000,2124
2511,90000,2124
2511,91000,2124
2511,92000,2124
2511,93011,2124
2511,93012,2124
2511,93020,2124
2511,94010,2124
2511,94020,2124
2511,94091,2124
2511,94099,2124
2511,95010,2124
2511,95030,2124
2511,96010,2124
2511,96020,2124
2511,96030,2124
2511,96090,2124
2511,99000,2124
2512,0,2123
2512,1111,2123
2512,1118,2123
2512,1119,2122
2512,1201,2123
2512,1209,2123
2512,1999,2123
2512,6000,2123
2512,7001,2123
2512,7002,2122
2512,8001,2122
2512,8999,2122
2512,10010,2123
2512,10030,2123
2512,10092,2123
2512,10999,2121
2512,11000,2123
2512,13001,2123
2512,14001,2123
2512,14999,2123
2512,15020,2123
2512,17001,2122
2512,18000,2123
2512,19020,2123
2512,20010,2123
2512,20020,2123
2512,20999,2123
2512,21000,2122
2512,22020,2123
2512,23099,2123
2512,24001,2123
2512,25001,2123
2512,26010,2122
2512,26020,2122
2512,26030,2122
2512,26041,2123
2512,26999,2122
2512,27010,2122
2512,28000,2123
2512,29001,2123
2512,29002,2123
2512,30030,2122
2512,31000,2123
2512,32002,2123
2512,32003,2123
2512,32009,2123
2512,32999,2122
2512,33001,2123
2512,33002,2122
2512,35010,2123
2512,36000,2123
2512,38000,2122
2512,42000,2123
2512,43000,2122
2512,43999,2122
2512,45010,2123
2512,45030,2123
2512,45040,2122
2512,48010,2121
2512,48030,2123
2512,48042,2123
2512,48050,2123
2512,48060,2122
2512,48071,2123
2512,48072,2123
2512,48073,2123
2512,48074,2123
2512,48075,2122
2512,48079,2123
2512,48080,2123
2512,48100,2123
2512,48999,2123
2512,49030,2123
2512,49999,2122
2512,51000,2122
2512,52020,2122
2512,53001,2123
2512,55000,2123
2512,58000,2123
2512,59000,2123
2512,60002,2123
2512,61000,2122
2512,62000,2123
2512,63000,2123
2512,64000,2122
2512,65000,2123
2512,66001,2121
2512,66002,2122
2512,68000,2123
2512,69000,2123
2512,70000,2123
2512,71000,2122
2512,72000,2121
2512,73010,2123
2512,73020,2123
2512,74000,2123
2512,75000,2123
2512,77020,2123
2512,79000,2122
2512,82001,2123
2512,82009,2123
2512,84011,2122
2512,84012,2122
2512,84013,2123
2512,84014,2123
2512,84016,2123
2512,84999,2122
2512,85011,2123
2512,85012,2121
2512,85013,2122
2512,85014,2122
2512,85029,2122
2512,85999,2123
2512,86001,2123
2512,86002,2123
2512,86003,2123
2512,86004,2123
2512,86999,2122
2512,90000,2123
2512,91000,2122
2512,93020,2123
2512,94010,2123
2512,94020,2122
2512,94091,2123
2512,94099,2123
2512,95010,2123
2512,95030,2123
2512,96010,2123
2512,96020,2123
2512,96030,2123
2512,96090,2123
2513,0,2121
2513,1401,2121
2513,10092,2121
2513,13002,2121
2513,14001,2121
2513,15020,2121
2513,16001,2121
2513,18000,2121
2513,20020,2121
2513,21000,2121
2513,23099,2121
2513,25002,2121
2513,30010,2121
2513,32002,2121
2513,32003,2121
2513,32009,2121
2513,32999,2121
2513,35010,2121
2513,41000,2121
2513,45020,2121
2513,48030,2121
2513,48042,2121
2513,48050,2121
2513,48071,2121
2513,48072,2121
2513,48073,2121
2513,48074,2121
2513,48079,2121
2513,48080,2121
2513,48100,2121
2513,48999,2121
2513,49030,2121
2513,49999,2121
2513,52010,2121
2513,52020,2121
2513,55000,2121
2513,58000,2121
2513,59000,2121
2513,60001,2121
2513,60002,2121
2513,61000,2121
2513,62000,2121
2513,63000,2121
2513,64000,2121
2513,71000,2121
2513,73010,2121
2513,74000,2121
2513,77010,2121
2513,80000,2121
2513,81012,2121
2513,82001,2121
2513,82002,2121
2513,82009,2121
2513,84013,2121
2513,84015,2121
2513,84999,2121
2513,85014,2121
2513,85029,2121
2513,85999,2121
2513,90000,2121
2513,92000,2121
2513,93020,2121
2513,94091,2121
2513,94099,2121
2513,95010,2121
2513,95030,2121
2513,96030,2121
2514,0,3171
2514,1110,3171
2514,1111,3171
2514,1112,3171
2514,1119,3171
2514,1208,2125
2514,1999,3171
2514,6000,3171
2514,7002,2125
2514,8999,2125
2514,9000,2125
2514,10010,3171
2514,10091,3171
2514,10092,3171
2514,10099,3171
2514,10999,2125
2514,11000,3171
2514,12000,2125
2514,13001,3171
2514,13002,3171
2514,13999,3171
2514,14001,3171
2514,14999,3171
2514,15011,2125
2514,15020,2125
2514,16001,3171
2514,16002,3171
2514,17001,3171
2514,17002,2125
2514,18000,3171
2514,19020,3171
2514,19030,3171
2514,20010,3171
2514,20020,3171
2514,20090,3171
2514,20999,3171
2514,21000,3171
2514,22010,3171
2514,22020,3171
2514,23010,3171
2514,23091,3171
2514,23099,2125
2514,24001,3171
2514,24002,3171
2514,24003,3171
2514,25001,3171
2514,25002,3171
2514,26010,3171
2514,26020,3171
2514,26030,3171
2514,26041,3171
2514,26999,3171
2514,27010,3171
2514,27090,3171
2514,27999,3171
2514,28000,3171
2514,29001,3171
2514,29002,3171
2514,30010,3171
2514,30090,3171
2514,31000,3171
2514,32001,2125
2514,32009,3171
2514,32999,3171
2514,33001,3171
2514,33002,3171
2514,35010,3171
2514,35021,3171
2514,35022,3171
2514,36000,3171
2514,38000,2125
2514,42000,3171
2514,43000,3171
2514,43999,3171
2514,45010,3171
2514,45020,3171
2514,45030,3171
2514,48010,3171
2514,48020,3171
2514,48030,3171
2514,48041,3171
2514,48042,3171
2514,48050,3171
2514,48060,2125
2514,48071,3171
2514,48072,3171
2514,48073,3171
2514,48074,3171
2514,48075,3171
2514,48076,3171
2514,48079,3171
2514,48080,3171
2514,48090,3171
2514,48100,3171
2514,48999,3171
2514,49010,3171
2514,49030,3171
2514,49040,0
2514,49999,3171
2514,52010,2125
2514,52020,3171
2514,53001,3171
2514,55000,3171
2514,56011,3171
2514,56012,2125
2514,56999,2125
2514,58000,3171
2514,59000,3171
2514,60001,3171
2514,60002,3171
2514,61000,3171
2514,62000,3171
2514,63000,3171
2514,64000,3171
2514,65000,3171
2514,68000,3171
2514,69000,3171
2514,70000,3171
2514,71000,3171
2514,73010,3171
2514,73020,3171
2514,74000,3171
2514,75000,3171
2514,77010,3171
2514,78000,3171
2514,79000,3171
2514,80000,3171
2514,81011,3171
2514,82001,3171
2514,82002,3171
2514,82003,3171
2514,82009,3171
2514,84011,3171
2514,84012,3171
2514,84013,3171
2514,84014,3171
2514,84015,2125
2514,84016,3171
2514,84017,3171
2514,84020,2125
2514,84999,3171
2514,85012,3171
2514,85013,3171
2514,85014,3171
2514,85029,3171
2514,85999,3171
2514,86001,3171
2514,86002,3171
2514,86003,3171
2514,86004,3171
2514,86009,2125
2514,86999,3171
2514,87000,2125
2514,90000,3171
2514,92000,3171
2514,93011,3171
2514,93012,2125
2514,93020,3171
2514,94010,3171
2514,94020,3171
2514,94091,3171
2514,94099,3171
2514,95010,3171
2514,95030,3171
2514,96010,3171
2514,96020,3171
2514,96030,2125
2514,96090,3171
2514,99000,3171
2519,0,2121
2519,1119,2121
2519,1999,2121
2519,6000,2121
2519,10010,2121
2519,10999,2121
2519,11000,2121
2519,13999,2121
2519,16002,2121
2519,21000,2121
2519,23099,2121
2519,24001,2121
2519,25001,2121
2519,26020,2121
2519,28000,2121
2519,29001,2121
2519,29002,2121
2519,30090,2121
2519,35010,2121
2519,36000,2121
2519,43000,2121
2519,45010,2121
2519,45030,2121
2519,48030,2121
2519,48060,2121
2519,48073,2121
2519,48074,2121
2519,48075,2121
2519,48076,2121
2519,48999,2121
2519,49999,2121
2519,52020,2121
2519,60002,2121
2519,61000,2121
2519,62000,2121
2519,63000,2121
2519,66002,2121
2519,70000,2121
2519,74000,2121
2519,75000,2121
2519,84011,2121
2519,84013,2121
2519,84015,2121
2519,84016,2121
2519,84020,2121
2519,84999,2121
2519,85013,2121
2519,85999,2121
2519,86004,2121
2519,86999,2121
2519,93020,2121
2521,0,2123
2521,1103,2123
2521,6000,2123
2521,7002,2123
2521,10010,2123
2521,10030,2123
2521,10092,2123
2521,10999,2123
2521,11000,2123
2521,20020,2123
2521,20999,2123
2521,21000,2123
2521,25001,2123
2521,26020,2123
2521,26030,2123
2521,27090,2123
2521,28000,2123
2521,32999,2123
2521,33001,2123
2521,43999,2123
2521,45010,2123
2521,45020,2123
2521,48020,2123
2521,48030,2123
2521,48042,2123
2521,48050,2123
2521,48071,2123
2521,48073,2123
2521,48075,2123
2521,48079,2123
2521,48080,2123
2521,48100,2123
2521,48999,2123
2521,49030,2123
2521,49999,2123
2521,55000,2123
2521,61000,2123
2521,62000,2123
2521,63000,2123
2521,64000,2123
2521,65000,2123
2521,69000,2123
2521,70000,2123
2521,71000,2123
2521,73010,2123
2521,73020,2123
2521,74000,2123
2521,79000,2123
2521,82002,2123
2521,82009,2123
2521,84011,2123
2521,84013,2123
2521,84015,2123
2521,84016,2123
2521,84999,2123
2521,85014,2123
2521,85999,2123
2521,86001,2123
2521,95010,2123
2522,0,2124
2522,1119,2124
2522,1999,2124
2522,2000,2124
2522,6000,2124
2522,7002,2123
2522,8999,2124
2522,10010,2124
2522,10092,2124
2522,10999,2123
2522,11000,2124
2522,13001,2124
2522,13999,2124
2522,14001,2123
2522,15020,2123
2522,16002,2124
2522,17001,2124
2522,17002,2124
2522,18000,2124
2522,19030,2124
2522,20010,2124
2522,20020,2124
2522,20090,2124
2522,20999,2124
2522,21000,2124
2522,22020,2124
2522,23010,2124
2522,23091,2124
2522,23099,2124
2522,24001,2124
2522,24003,2124
2522,24999,2124
2522,25001,2124
2522,25002,2124
2522,26020,2124
2522,26030,2123
2522,26041,2124
2522,26999,2124
2522,27010,2124
2522,28000,2124
2522,29001,2124
2522,29002,2124
2522,31000,2123
2522,32001,2124
2522,32009,2124
2522,32999,2124
2522,33001,2124
2522,33002,2123
2522,35010,2124
2522,35021,2124
2522,36000,2124
2522,38000,2124
2522,42000,2124
2522,43000,2124
2522,43999,2124
2522,45010,2124
2522,45020,2124
2522,45030,2124
2522,45040,2123
2522,48030,2124
2522,48041,2124
2522,48042,2124
2522,48050,2124
2522,48060,2124
2522,48071,2124
2522,48072,2124
2522,48073,2124
2522,48074,2124
2522,48075,2124
2522,48078,2124
2522,48079,2123
2522,48080,2124
2522,48100,2123
2522,48999,2124
2522,49030,2124
2522,49090,2123
2522,49999,2124
2522,51000,2123
2522,52010,2124
2522,52020,2124
2522,55000,2124
2522,56011,2124
2522,56012,2124
2522,56999,2124
2522,58000,2124
2522,59000,2124
2522,60002,2124
2522,61000,2124
2522,62000,2124
2522,63000,2124
2522,64000,2124
2522,65000,2124
